sentence,label,id,index
"""Very violent and nicely filmed movie. Paulina is a bad sexy girl who will show that men can be raped too. This movie has lots of black humor. This guy will kill anybody just to forget he used to be a gangster. There will be sometimes when you wouldn't know whether to shiver or to smile and think """"Am I laughing at someone who is killing people?""""""",1,248,7164
"""this movie has NO plot. it was SUPPOSED to be that a guy moves in with his grandma, and everyone thinks hes a loser and he has to redeem himself. but what happens after everyone finds out who he's living with? they have a big pot party at grandma's house. the climax of the movie didn't even relate to the rest of it. that whole plot was introduced within minutes of the movie's end. i can see how it COULD have related to the supposed story - that Grandma's VG skills redeem him",0,249,7184
"This is the only movie that I can think of where after it ended, I was seething with anger at the waste of money and time on the part of myself and everyone involved in making it. No wonder Alan Moore refused to have anything to do with V for Vendetta (a phenomenal film) after this debacle.<br /><br />It's not bad in an entertaining way, like Showgirls. It's bad in a way that makes you want to claw your eyes out. Plot holes the size of planets. The worst script in memory. Hor",0,250,7205
"""What's the matter with you people? John Dahl? From """"Rounders"""" and """"Unforgettable""""? TOO Quirky? Knocking emma Thompson and Alan Rickman for having fun playing against type? And somebody liked the Gingerbread Man?<br /><br />I rented this not knowing anything about it and found it about as nifty a video find as you can get. Never insulting, well thought out, funny, scary. I disagree with the naysayers, clearly. I thought the story itself was unremarkable but the great cast",1,251,7233
"The first time i saw this movie was on a flight between Guangzhou, China and Los Angeles. It was a real hoot and made the trip pass with much less discomfort than the normal 10 hour flight. I tried to locate a copy of it without success until I discovered a copy for sale on eBay. Having now watched it twice, I recommend it as good entertainment. My only real criticisms are that the choice of English translation words for the subtitles is sub par, even by normal standards. Als",1,252,7251
"This movie changed the art of film making, telling a complex story in a powerful new way. The film mixes brutal realism with fantasy, intercutting a modern war with strange scenes full of technicolour smoke. The film uses music not as a score laid in later, but as a practical part of the scene playing from speakers, radios etc. Coppola uses a classic piece of literature as inspiration, taking scenes and characters, and putting them into entirely different surroundings. That i",1,254,7337
"""""""Jefferson in Paris"""" is a truly confounding film. It presents Thomas Jefferson (Nick Nolte) in the most unflattering light possible, painting him as a liar, racist and pedophile, yet offers not a shred of condemnation for those sins. This is the way he was, the film seems to say. End of sentence, end of movie, the door's behind you.<br /><br />After arriving in Paris with his daughter Patsy (Gwenyth Paltrow), Jefferson proceeds to win the heart of Maria Cosway (Greta Scacc",0,255,7374
"My father has worked with top secret information in the DIA before and he is the one who mentioned this movie to me. When I was a kid I would always ask him what would happen if he gave away secrets and he recommended this movie.<br /><br />In the movie it really puts 2, almost completely different FRIENDS! in a tangle they never really knew what the outcome would really be. The snowman, Daulton really cracked me up because the movie portrayed him as just some drug pusher tha",1,256,7375
"Rich vs. poor. Big city vs. small town. White collar vs. blue collar. These things are not original themes in movies. So when one chooses to involve these themes, the situational story-line had better be very original, or very good. This one was neither. I never believed in the romance of the two young lovers in this movie. Neither convincing nor compelling, it just fell flat. Don't bother, even with a video rental.",0,257,7392
"I had neither read any of the books nor seen the first movie so after receiving passes to a preview show, I had no expectations.<br /><br />'Angels and Demons' was a muddled, convoluted film lacking direction or any believability. There was very little character development and I never found myself caring about the plight of the protagonists; the reverse was true, I was more interested in seeing how the antagonists would succeed as the first half of the film was almost exclus",0,258,7431
There's only one thing I'm going to say about cat in the hat...as a KIDS movie and a good comedy movie it sucks...I lost track of how many terrible jokes in the movie that not only sucked but weren't exactly kid appropriate. Oh and by the way the way the cat in the hat talked was annoying...as for the plot I completely forgot. Who cares it sucked anyway. i'm not sure why Mike Myers joined but I think the writers were trying to make it sound like him in Austin powers without t,0,259,7509
"""""""Just before dawn """" is one of the best slasher films.It very realistic and atmospheric.It reminds me Tobe Hooper`s """"The Texas chainsaw massacre """" and """"Deliverance """".Deborah Benson very good plays the heroine and director Jeff Lieberman created very creepy and dark movie.""""Just before dawn """" is beautiful photographed and soundtrack is very disturbing.I never<br /><br />liked slasher films or gore except with this one.Very impressive and convincing movie ( at least for ",1,260,7515
"How do I describe the horrors?!!! First, some points: First, this review should be taken with a grain of salt -- I saw this over 20 years ago, when I was a boy, at the Museum of Modern Art in New York City.<br /><br />Secondly, I am giving away some scenes and plot points. However, it does not have much of a plot.<br /><br />Finally, I don't enjoy these type of art films anyway.<br /><br />This film was directed by proto-auteur Luis Bunuel. He was a surrealist and dadaist. Th",0,261,7577
"""Viewed this the other night on cable on-demand and thought, """"this is the type of movie that might have starred Alec Guiness and Glynis Johns if it had been made in the late 50's"""". A farce in the English tradition. Alfred Molina and Brenda Blethyn are very sweet and sincere in their portrayals. Naomi Watts simply sizzles in a ditzy Jayne Mansfield-ish (if she could have acted) way. Rest of the cast have some great turns and bits. The Welsh landscape is delightful. An absurd",1,262,7597
"After wasting 2 hours of my life watching this movie on late night television, I went back and reread some of the IMDb material, to remind myself of why I watched it in the first place. In hindsight, the only thing that I can think of is that the genre generally appeals to me. But this movie was a total waste of effort. It fails on every level, and to see that it's described on IMDb as a comedy really leaves me at a loss. I don't recall more than a couple of chuckles. There a",0,263,7661
"""Again, I've read all of the comments posted here and agree with the many intelligent ones, but totally disagree with those who think it was/is hokum.<br /><br />Personally, I think nuclear is about the only energy left to us, unless our governments (feds and states) increase the grants thinking homeowners will use photo-cells on their roofs. Many attractive and pricey homes in Southern Calfifornia are designed and built to take advantage of the cleanest energy around, the su",1,264,7684
"""The movie is a very good movie.one of the best from Yash raj films.The direction is incredible.The screenplay is brilliant.The story is excellent.It tells about Rahul who is obssed of Kiran his college friend.He is a full blown psycho doing things like talking to his mother on a phone(anyway she died 15 years back) etc.Kiran is engaged to Sunil.Rahul does everything so he can get her.He even trys to kill Sunil but he survives it.He even goes to the place where they are going",1,266,7797
"I sat through this on TV hoping because of the names in it that it would be worth the time...but dear Gussie, whoever thought this script was worth producing? The basic idea is excellent but the execution is appallingly bad, with a constantly illogical sequence of scenes, an ending that is almost laughably melodramatic and poor Rock Hudson wanders through this with an understandably confused look on his slightly sagging face. Looks like a bad B movie from the 40's...",0,268,7837
"We went to see Manna from Heaven, my husband, two friends, and I and we all enjoyed the film. The characters are funny, the story is amusing and so much like real life. I think that is what I liked most, just seeing something believable, no murders, no sci-fi, just good, clean fun. It is something you could take your children or elderly parents to and not worry. How many of those are around anymore!!",1,269,7847
"""If it wasn't for the very attractive Jennifer Jostyn in the lead role, I would have turned """"Milo"""" off after the first 30 minutes. However, as easy on the eyes as she is, she's not enough to save this film, not by a long shot.<br /><br />Milo starts off with a group of young girls accompanying an """"assumed young boy"""" in a yellow slicker to a house in the woods where he shows them embryos in jars. Apparently, the deal was that if he showed them the jars, ol' Milo gets to co",0,270,7873
"""One True Thing rises above its potentially schlocky material to give us a view of a family of complex relationships and flawed, real people. It opens with Rene Zeleweger discussing her mother's death with the District Attorney; sparing us the cheap cinematic shots of a """"shocking"""" illness and death. From there it proceeds into a look at a family system, in which everyone plays by a set of unexamined rules, and uses the mother's cancer to show what happens when all the rules",1,271,7924
"not a Larry Mcmurty masterpiece but it stands on its own as a good western, any of the lonesome doves do. who ever takes on the role of Woodrow call, does a great portrayal in their own style. It's also easy to see that they were looking to use this as a stepping stone to the t.V series (both version of it) and that the writers knew how to keep the flavor alive William Peterson was awesome in this, the geeky C.S.I guy is not the character he plays in this - this guy can do it",1,272,8006
"""One of the BEST movies I have seen in a very long time. Bechard has a way of looking at things that is completely unique and this movie does not disappoint.<br /><br />This movie has you guessing throughout, and with the seemingly taboo topics addressed it keeps you glued to the screen. There are no bad guys or good guys, Bechard makes sure of that. The characters are so perfectly complex you feel for each of them, you care about what they have been through.<br /><br />Becha",1,273,8022
"Well, not much really to say about this. But it is really good. Very good job from Softley directing and the movie have good cast of acting. Movies plot is also believable and... hehe good. So the good is main word in this case. I just hope there would be more this kind scifi movies. Thats why this one s pointed out in the crowd. I give it 8.5 of 10",1,274,8074
"Oh dear - quite how Alfred Hitchcock (North by Northwest, Spellbound, the 39 Steps) could turn out this nasty, cheapjack shocker is beyond me. Don't bother looking for hidden depths or deep meanings - there aren't any. This is just horrid, seedy and cheap. The one redeeming feature is the home-life of the inspector who leads the investigation - his wife fancies herself as a gourmet cook and constantly serves up her revolting culinary experiments to her poor husband. This is a",0,275,8075
"I've never made one of these before, but this movie was literally so bad I had to say something about it.<br /><br />I'm all for independent film-making as the past year has seen of the worst (in my opinion) of Hollywood's showings, the mainstream just seems to have lost touch with what making good films is all about. That being said movies like this really give independent film a bad reputation.<br /><br />The characters are boring and too stupid to empathize with. The direc",0,277,8097
This movie should have ended as soon as the joke about Bebe's Kids is told in the opening. I liked Robin Harris and most of his comedy but the really funny routines were not meant to be something the whole family could go see. Liken it to taking the point of one of Jerry Seinfeld's jokes and attempting to squeeze the joke for as long as you can in order to turn it into a movie. This movie had to be self-serving because I can not find anyone who found the settings or antics fa,0,278,8099
"hello, looking for a movie for the family to watch on a Friday night? Can't find what your looking for? I thought this was an extremely enjoyable movie. Good for the whole family. I found that it had a remarkably rare combination of it being appealing to both adults and children alike. It was brilliant, to say the least. Bruce Willis's acting was top-notch, there was a lot of humor in it and overall, a great movie. In my opinion, it's a must-see movie. And I don't think that ",1,279,8185
"""Great """"documentary"""" of how scientist's believed dinosaurs behaved, captured with some of the most spectacular CGI since """"Jurassic Park"""". Done completely seriously, like a prehistoric episode of """"Nation Geographic"""". Grabs your attention from the first frame and never lets go. My favorite part was when the Diplodocus fights off the Allosauros.<br /><br />10 stars. This is what science is all about.""",1,280,8249
"I quite this Anne Rice book adaption. While most of the film is filmed here in Australia it offers a great amount of scenery and a fantastic area to shoot in. Lestat (Stuart Townsend) has recently woke up from a long period time of sleep and has decided to betray his vampire oath by revealing himself to a band. When he becomes a popular movie icon his fellow vampires, understadebly, go mad and plot his death. Meanwhile Jesse (Marguerite Moreau) a orphaned member of the supern",1,281,8278
"""There is only one word that describes this film: BAD!! I have no idea why this movie was even made, or how they got Dennis Hopper to star in this film. Stuart Gordon is a better director than this and Hopper is a much better actor. The film is plain stupid. I did like the """"square pigs"""" idea and there was an interesting love scene involving a cyborg, other than that, avoid this film at all costs.""",0,282,8292
"""The first time I had heard of Guest House Paridiso was in the, er... """"washroom"""" after having just seen Fight Club. In each urinal was deposited a small, round black circle. When the circle came into contact with moisture (to put it delicately), it caused a colour picture to form, with photographs of the two stars and the tag line """"You'll P*** Yourself Laughing"""". When you'd finished washing your hands, the circle had dried and faded to black again, waiting to spring it's ",0,283,8296
"It is hard to judge 'Imaginary Heroes' without referring to the fact that director and script writer Dan Harris is only 25. You can hardly believe seeing this film, which is not only a mature piece of work, professional and deep, but also with some of the defects of routine specific to older directors.<br /><br />The setting is the American suburb, too familiar from 'American Beauty' or 'Desperate Housewives'. As in 'American Beauty'the film turns around a suicide, but here i",1,284,8305
"I am probably a little too old for this movie, 16, and being a guy, the story is a little too girlie, but I really thought it was a cool movie overall. All the girls in this movie are so hot and really great actresses, from Alana, to Adrianne, to Deena, to Kimberly, all the way down to the cute girl that plays Alana's little sister, Rachel. I am not a huge pop-star fan with the lovesick songs, but I thought that Aaron Carter did a really great job in this, and seems like he w",1,286,8400
"""Plot:<br /><br />- A Chair from EBay<br /><br />- Random people<br /><br />- Random people talk ("""" Dude, it's right. """" """"I'm feeling it."""" """"Lets get married now!"""")<br /><br />- If you are a """"hippie"""" then you will love this movie. (You must be high or drunk, otherwise you will question your life watching this junk.)<br /><br />This movie was clearly not thought out from the beginning to the end, and the other comments are probably the crew padding the reviews. If this w",0,287,8457
"It's easy to see why many people consider In the Mood for Love to be Wong Kar-Wai's best film. The toned down appeal of the film, centering on the studied view of a relationship put through an emotional ringer, is a retread into Happy Together territory but without the hyper-kinetic patchwork of jarring film stocks and hyper-saturated sequences that have become a trademark of Kar-Wai's films since Chungking Express. Like Soderbergh's The Limey, this is a different kind of cur",1,288,8475
"All right, let me start by saying I love the original RS for the 64. The graphics were new, the ships were really fast and cool. The missions were a challenge, but you had a strategy to come up with. The computer didn't tell you every step of your mission, you could wander and explore. <br /><br />That's the first thing that's wrong with RL, everything you do is under a timetable and controlled by other people. I mean, shouldn't you, as the leader, be telling people how to ha",0,289,8529
This is one of t.v.'s greatest mini-series! It comes to life almost as well as the book did. Also the cast was outstanding to play the roles. I'd recommend this movie series for anyone who likes the Civil War or the history leading up to it.,1,290,8576
"""Problems: 1) Although billed as """"a loving tribute to Poverty Row,"""" a lot of the old footage is not even from Poverty Row films-- much of it is from RKO's """"The Most Dangerous Game,"""" (1932), with some from the silent (!?) version of """"The Lost World"""" (1926)! <br /><br />2) Much of the old footage is just used as filler (the old shipboard footage) or as silent shots (for example, of Bela walking, looking or staring) often repeated; <br /><br />3) Where is the pantheon of P",0,292,8631
"""I've been strangely attracted to this film since I saw it on Showtime sometime in the early 80's. I say strangely because it is rather a ludicrous bit of soft-core fluff, a genre I'm not particularly interested in. The dialogue is pompously and nonsensically philosophical (making sense, no doubt, only to it's Franco-Italian producers)and the plot completely extraneous. What it does achieve is a wonderfully hypnotic and thoroughly pleasant mood. The scenery (the beautiful Phi",1,293,8646
"""I saw a 12:45 a.m. show last night, and I would've walked out 20 min. in, but there was nowhere to go! Blatant product placement, juvenile script, so much talent gone to waste, gay-bashing...what didn't they do? The movie is also insanely long (we got out at 3). As a person who rarely pays full price at the movies, imagine my chagrin doling out $22 for this self-indulgent, mean-spirited nightmare (plus $2 parking). I woke up today still feeling depressed, and haven't been ab",0,294,8652
"""This film is enjoyable if you like poverty row, public domain films from the first half of the 20th century, or are a fan of amateur film-making. The film splices together public domain thrillers together along with newly shot scenes in which the """"actors"""" (With the sole exception of Redfield doing a near dead on Lugosi rip, all of the """"performers"""" are simply dreadful!) attempt to interact with the stock footage. The """"New"""" footage is covered with digitally added film sc",0,295,8662
"I'm sorry to say that this movies was one of the biggest disappointments of the year. Following one of the biggest disappointments in movie monster match up history you would think that they would learn from the mistakes of the previous incarnation. The sequel falls into many of the same traps, the plot line was completely forced, the dialog was so bad that the film might be better on mute, and the action was contrived and far from the heart pounding brilliance of each monste",0,296,8696
"""John Sayles, what have you done?<br /><br />""""Silver City"""" had moments in which I could see the glimmering hope of a good story, well-drawn characters, thought provoking dialog. And then those moments would quickly be covered over by layers of poor writing, clumsy direction, and abysmal acting. I truly love almost all of John Sayles' work, but """"Silver City"""" is ghastly.<br /><br />I got the feeling that Sayles may have been working on the beginnings of a good story involvi",0,298,8752
"""I am shocked to see that this movie has been given more than two stars by some people. They must either be kidding or be totally blind for the art of acting, directing and other flaws of the movie.<br /><br />I must admit that I just could not force myself to sit through the whole movie, it was just too bad.<br /><br />The three first characters, not including the """"digger"""" were just awful actors, and I mean AWFUL! Maybe the director didn't care, or may be he is a worse dir",0,299,8829
"""I chose """"The English Patient"""" for a history extra credit assignment. I thought that this movie would be incredibly boring. Instead, it has become one of my favorites. It portrays life in WWII quite accurately, and the love story is amazing. The love story made the movie so incredible. I felt this interesting feeling, of passion or something. It made me want to watch the movie over and over again. Kristin Scott Thomas and Ralph Fiennes are amazing actors and the way they pl",1,300,8906
"Let me just say - I love the horror genre to the extent that I see every single one that I can get my hands on regardless (except really low quality b-movie horrors which I could do without) and recently have become a big fan of Eastern horrors. Little did I know that a Korean horror would be the one that tops my list beating off heavyweights such as the Japanese Ringu (or the American Ring), or even quality US movies such as the Sixth Sense and The Others, and the widely acc",1,301,8944
"""Most Christmas movies have a """"redemption"""" theme but most are a variation on a very similar plot. This movie is wacky and has an unusual plot. You may need to hang in there for the first half where events may seem hard to believe for a movie (but not as unbelievable as real life - Scott Adams, the creator of Dilbert, says he's never made up anything in any of his cartoons - they're all based on real life stories told to him by his fans). The second half starts to fit the pl",1,302,8955
does anyone know where i could get my hands on this video or the film for this. I have been searching for it for a long time to show my daughter to show her and i can not find it anywhere. probably because it was only on video and they never made the DVD or VHS or idk.<br /><br />i saw this right off Disney back in 1996 and i think it would be the best video to show her. such a good movie that has every type of emotion displayed throughout the whole movie. also has a lot of a,1,303,8960
"There's considerable amount of money behind this production, so the look of it is very good. It includes some interesting appearances by Gilbert Roland, Eddie Burns, and a brief cameo at the beginning by Christopher Lee. There are a few exciting gunfights, and a humorous bit or two - the satire on Django, the Man with No Name, and Sabata is amusing, especially when they are given the names of failed presidents of the Mexico revolution.<br /><br />The trouble is, there isn't a",0,304,8985
"I saw this movie for the first time when Quentin Tarantino showed it to a bunch of us at the Alamo Drafthouse in Austin. He prefaced it with how freaking awesome he thought he was and how funny it was and in the context of his explanation, it was HILARIOUS. I can see how it would be damaging to some audiences, and the subject is not funny at all, but there are at least three lines in the film that had me laughing so hard I thought I'd pee. They don't come until after the half",1,305,9055
"The plot seemed to be interesting, but this film is a great dissapointment. Bad actors, a camera moving like in the hands of an amateur. If there was C-movies, this would be a perfect example. A plus for a nice DVD cover though and a great looking female actor.",0,307,9208
"""If you find the first 30 minutes of this film to be so slow that you wonder why you're watching it, don't give up. Also, hearing the Danish language is a bit new to most North Americans, who don't see and hear a lot of Danish films. Anyway, as the film progressed it got better and better and the viewer is rewarded for his/her patience.<br /><br />Being a fan of the movie, """"Out Of Africa,"""" this film piqued my interest because it's based on a short novel by Isak Dinesen (Kar",1,308,9274
"Most of the critiques on this flick have been pretty damn accurate. It is an hour and half waste of time, following a bunch of very pretty high schoolers whine and cry about life. There is about twenty minutes of magic, and absolutely no scary or thrilling moments. Our actress are treated like pieces of ass, and seem to be perfectly happy with their position. The lead characters, these sons of ipsmith are walking poster boys for any pop culture clothing store. You can't relat",0,309,9296
"""There must be an error. This movie belongs with """"Plan 9"""", and a lot others as a quite entertaining, silly diversion. You'll never accept you like it, yet you will watch it whenever it comes out on TV. It's as simple as that.""",0,310,9305
"""When I saw the poster at the theater, I thought that it is a """"new line"""" of a horror story without a famous cast worth giving a try. But, after I went in, I wanted to leave after 20 minutes. There was a lot of non-sense and logical flaws. To me, it is a movie that is not worth putting in theaters. It is not even worth seeing.""",0,311,9316
"""This low-budget indie film redefines the word """"blah"""". It will surprise most that this word can actually be found in the dictionary, defined as: """"nonsense.. uninteresting, dull, lifeless"""". The movie redefines the word because I would have to add to those four words: """"PC crap"""", """"pretentious on a pathetic level"""", and """"pointless"""".<br /><br />The film tries so hard to be """"hip"""" and """"in touch"""" with contemporary beautiful-people-struggling-for-je-ne-sais-quoi behaviour",0,312,9376
This film just won the best film award at the Cleveland International Film Festival. It's American title apparently is Autumn Spring. The acting is superb. The story takes you into the life of an elderly man who takes what life deals him and spikes it up a little bit. Abetted by his best friend (and partner in not-so-serious crime) he puts people on at every opportunity but still often reveals his heart of gold. His longsuffering wife has come to her wits end and makes a life,1,313,9383
"This is just one of those films which cannot justify much of anything that happens. These people are going on a trek: the young girl wants to photograph animals. There really are no Piranhas, but I guess the psychotic hunter guy is the real piranha. Anyway, there are lots of animals and there is lots of driving. There is considerable anti-gun talk, but we all know where that is going. Toward the end, there's lots of action and a rape thrown in. Somebody must pay, and they do.",0,314,9397
"""Due to its predictable, second-rate title, (the one it was distributed under in Italy, at least) I didn't expect much from this movie. Thought it'd be another cheap flick about a haunted house (""""LA CASA MALEDETTA"""" means """"The cursed house""""). Well, I had to change my mind just after the very first brilliant scene! The constant presence of priests and the creepy atmospheres, reminded me a bit of The Exorcist and some of its decent Italian rip-offs, but this was going to be ",1,315,9532
"I don't understand where these bad comments are coming from. The movie had you on the edge of your seat and made you somewhat afraid to go to your car at the end of the night.<br /><br />The part that gets you is that this could all happen. Not to the extent perceived in the movie, but the whole idea is reality. This movie took that reality and twisted it into a Dee Snider nightmare.<br /><br />Three thumbs up (the third one is from the dead body in my freezer).",1,316,9561
"The real surprise of this effortlessly lightweight movie is how such a top notch cast got assembled for what is nothing more than a hammy uninspiring affair. Presumably it was a proverbial snowball rolling down a hill gathering pace and size and shape. One can imagine that by the time Miranda Richardson got contacted by her agent, the conversation went along the lines of: 'Do you want to shoot a movie in Dublin scripted by Neil Jordan? Michael Caine and Michael Gambon are alr",0,317,9568
"One of the worst movies I have ever seen. Excruciatingly slow-moving, boring and stupid. Lots of juvenile bathroom-humor, drawn out into painful tedium. I like Jeff Daniels, but he should stick to acting and forget writing. I am amazed this is rated as high as it is. I call it a turkey.",0,318,9571
"""This film has possibly, the worst title for a stooge short ever dreamed up. Somewhat fitting, given the actual fifteen minute content.<br /><br />I can do without any of the """"Shemp A.D."""" stuff, but I will admit to having a few LOL moments from the two-man comedy offered by Moe and Larry in some of the new footage (and kudos to those guys for trying to give it their all, considering the position they were forced into in even making these dogs).<br /><br />Another bright spo",0,320,9672
"<br /><br />This movie really has nothing going for it. With the Reverend played by Phillip Seymour Hoffman complaining about his constipation and other toilet humor in a 2.5 hour movie, you know that they made no cuts at all and left the crap in, literally. It's a waste of good talent, and a total embarrassment. Dreadful!<br /><br />",0,321,9700
"The cookie-cutter gets to work overtime in this obvious and unoriginal love story. The plot, such as it is, has been done before a trillion times so there is no need to recount any of it. Suffice to say that all 12 year old girls will love this movie while the rest of us will be forced to make a face. Even the soundtrack is awful! Its not that I dislike figure skating, although I don't, its that I dislike cliched, bad movies.",0,322,9702
"""Oppenheimer was a GREAT series (it was the first thing I saw Waterston in) and it is too bad copies aren't available. A similar situation exists for """"Glory Enough for All"""", a British series from around the same time, about the discovery of insulin. I would pay a good price for both of these on DVD. Is it really so difficult to get Oppenheimer on a DVD that is able to be played in the US? Another very enjoyable series, again from about the same time, was """"Danger UXB"""". A s",1,323,9797
"Perhaps I'm just a simple person, but I prefer movies that somehow make me care about the people in them. I couldn't care less about anyone in this movie. This was supposed to be a comedy? Maybe the humor was too subtle for me (all the way down to the nano-level). The thing about it is, it missed on so many things. There were characters that could have been funny, but they weren't. There were characters that you could have liked, but you didn't. For instance, the guy who thou",0,324,9936
"""This is a fantastic film. The acting is some of the best I've seen. Tatyana Samojlova is obviously very beautiful, and she automatically draws you into the film with her believable acting. The The cinematography was extremely ahead of its time. Watching it, I could see parallels of cinematography used today. This is truly a groundbreaking film. Because of the cinematography and acting, the audience can feel the change in tone from beginning to end as the tone in the environm",1,325,10090
"The film moves along quite well but the acting, direction and editing leave a lot to be desired. The characters are mostly lifted from other films and the Vinnie Jones lookalike is straight out of Gone in 50 Seconds. The comedy gangster movie is a genre that should have lots of contrast, the stupid dealers in Lock Stock and the shoot out that leaves everyone dead. You should never really know whether to laugh or just sit there in shock. This movie had the right elements but i",0,326,10113
"""""""Nurse Betty"""" is the kind of movie you can't describe on a poster or in a trailer or commericial. It's the kind of movie that you walk in to expecting a more mature """"Dumb and Dumber"""" what with temporarily insane waitress goes on a cross country adventure while avoiding crooks trying to kill her.<br /><br />The fact is, this film is a wonderful, heartwarming tale about two people chasing their dreams. The best part about """"Nurse Betty"""" is it's unpredictability. Director ",1,329,10137
"""Linda Blair has been acting for forty years now, and while she will never escape the part of Regan MacNeil in """"The Exorcist"""", few of her subsequent horror films have used her legendary status to such great effect as """"Witchery"""" does. She plays Jane Brooks, a pregnant single woman who travels with her family to an abandoned island hotel that her parents want to purchase. They are accompanied by a couple of real estate agents (Catherine Hickland and Rick Farnsworth) and upo",1,330,10153
What a drawn out painful experience.<br /><br />That's over two hours of my life I will never get back.<br /><br />This Film Festival Director's delight - is awash with overuse of the long slow shot....however - that's not the only thing that makes a script.<br /><br />Avoid this movie at all costs.,0,331,10184
"At the beginning of this film, which I found myself watching on IFC in the wee hours of the morning, I was filled with a sense of claustrophobia and general discomfort. The feeling of being trapped with no way to escape was so powerful that I didn't know if I wanted to continue watching...although it didn't really seem to me that I had much of a choice, so compelling was the situation.<br /><br />Gradually, though, that feeling of discomfort waned (although it never really di",1,332,10208
"""Horrible writing, directing and acting! The writer/director has portrayed Southerners, especially Southern law enforcement as ignorant, backwoods, homophobic and racist (a very popular, yet ignorant, stereotype, that the film industry loves to perpetuate). The acting (or overacting) and the writing came across as amateurish and low budget. The plot line is the same old stale Hollywood story of the mean 'ol racist and homophobic rednecks who are ultimately defeated by the enl",0,333,10277
"I rented this movie because I am a huge Dudikoff fan. I figured it couldn't be that bad. Boy was I wrong! At the 15 minute mark , I was begiing the others to let me rip the DVD out and fling it back to the rental store, but they refused. They swore it had to get better.<br /><br />They were wrong! This movie was lacking everything. The actors delivered their lines with as much emotion as a comatose rock! The plot was ridiculous and I was offended that Hollywood assumed people",0,334,10279
"Ouch. This is one ugly movie. Not only is it badly acted, but it absolutely destroyed the book as well. Horrible. How you could mess up such a classic book is beyond me, but they sure did. Don't even think about even renting this.",0,335,10334
"""It is always great to see a movie that teaches us about history in Africa as they are definitely too few. However, the movie depicts Lumumba as a political leader who wanted the new independent country to be the same as the old colonialist one..., I felt it hard to sympathise with this kind of leadership, yet the movie is somewhat like a homage to the man. There was too little content, explaining how the man got to rise in the first place, and the whole context of Belgium """"",1,336,10336
"""I have now suffered through Parts, The Clonus Horror.<br /><br />To have the word horror in the title of this movie is an insult to real horror.<br /><br />The story was about a cloning-central owned by the """"The man"""" They grow Clones for harvesting organs from the clones later on for the original humans in need of transplants. One clone escapes, The government gets angry and kills all involved, but the story somehow leaks out anyway.<br /><br />It is Truly Shameful how a m",0,337,10362
"""You have to like baseball, and you have to at least sort of like Tom Selleck, but if you meet those criteria you should thoroughly enjoy this movie. Selleck plays former major league star who finds himself traded (?) to Japan as his career winds down. Really well thought out and fascinating look at Japanese customs and behavior. Great supporting performances by Selleck's manager (""""Japan's Clint Eastwood""""), his girl friend Takanashi, and his interpreter. The chemistry betwe",1,338,10371
"This film was strongly recommended by a friend and, being a great fan of Brando, I ordered this film from Harrods and eagerly waited for it to arrive. I have seldom been so disappointed by a film. Brando was good as a German officer but the rest of the film was simply unbearable. You never get to like or care for any of the characters (except Brando, maybe). The acting was OK. Story, what story? Maybe that's the point. It's war after all, but I've seen far better war films. (",0,339,10506
"""For me, Pink Flamingos lived up to it's reputation as being the shocking, disgusting, repulsive, trashy film I was expecting it to be, that really contains everything but the kitchen sink. We are treated to almost two hours of nastiness that never lets up: rape, sex, sex with chickens, transsexuals, castration, murder, cannibalism, and a horrid display of singing out ones anus. It is about a strange couple who begin a competition with a trailer trash family, trying to steal ",1,340,10528
"Any person, claiming this movie to be a ninja classic film, must have seen this movie before the middle of the nineties or he was less then 10 years before he's seen it. Otherwise I can't explain this 'classic ninja movie' title.<br /><br />The fight scenes in this movie are just intolerable. Instead of casting Franco Nero as the ninja, they could hire some experienced martial artist instead. In any way the acting skill is not important in that kind of a movie. Nero's fightin",0,341,10572
"As with FOOTPRINTS (1975), I became aware of this one purely by accident: it was mentioned in a review of THE LIBERTINE (1969), which I researched when that film turned up on late-night Italian TV, as being in a similar vein; incidentally, I missed out on that screening of THE LIBERTINE (though I acquired it via the same channel later on) but did manage to watch the film by way of a rental of the English-dubbed R1 DVD during my sojourn in Hollywood in late 2005/early 2006. Ac",1,342,10608
"This documentary is the most hypnotizing film I have seen in a long while. I must have had it on for an entire day. The selected material included in the piece flow amazingly well and develop three characters that are impossible to ever forget. The different layers of these people peel back to make an oddly moving film about perseverance, loyalty and determination. These characters ended up suprisingly fascinating and the film is unforgettable.",1,343,10634
This is by far the best stand-up routine I have ever seen. John Leguizamo's one man show tells the supposed story of his life in a barrage of lines and situations. By far better than any other comedy out there.,1,345,10682
"It's not plot driven, OK; it's not a character study, fine; there's no action, alright; there's no point, hmmm...<br /><br />Maybe it's supposed to represent the boredom and absurdity of living in Palistine and parts of Israel these days in a state of violence, petty disagreements, deep rooted hostility, etc. But mostly it's long, long scenes of nothing happening - or things which look like they're dripping with meaning (a checkpoint tower crashing to the ground, an Arafat ba",0,346,10686
"Personally, I have no problem with the acting, nor the script. I do have a problem with the giant bird. It was simply AWFUL. Plain and simple.<br /><br />One's first impulse is the roll around laughing when one sees it. What were they thinking!? Budget be damned. The monster bird was a monstrous joke.<br /><br />Of course, in my opinion if the producers could obtain actors such as Ankrum, Corday and Morrow, then they would have the special effect people come up with a much be",0,347,10687
